구군분류,음식분류,업소명,전화번호,영업시간,좌석수,주차장,홈페이지,가능 외국어,예약여부,유아시설,죄식유무,후식유무,메뉴,간단설명,지하철,버스
달서구,한식,호박추어탕(추어탕제대로하는집호박),053-586-1515,09:30 ~ 21:30,112석(룸2),4대,없음,영어 중국어<BR>기타 (베트남어),가능,불가능,불가능,가능,"경상도 추어탕 8,000원 남도 추어탕 9,000원고디국 8,000원 추어전골 25,000원 ~ 35,000원미꾸라지튀김 10,000원 ~ 20,000원 추어해물파전 10,000원메밀산채전 7,000원 청양부추전 7,000원아싹김치전 7,000원 고기손만두 5,000원궁중잡채 3,000원",호박추어탕은 추어탕 제대로 하는집으로 맑고 시원한 경상도 추어탕과 진하고 구수한 남도 추어탕을 입맛대로 맛볼 수 있는 추어탕 전문점입니다.,"지하철 2호선 성서산업단지역 1번 출구 약 644m이며, 도보로 10분 거리.",버스 정류장은 `대백창신한라타운건너` 정류장이 가장 가깝습니다.
달서구,한식,광장갈비,053-655-2907,11:30 ~ 23:00,200석,40대,0536552907.modoo.at/,영어 기타 (베트남어),가능,가능,불가능,가능,"수제본갈비(200g) 10,000원  목살 양념구이(200g) 12,000원제주 생오겹살(130g) 11,000원  홍삼 숙성 양념구이(200g) 8,000원한우 갈비살(100g) 21,000원  한우 양념갈비살(100g) 21,000원한우 안창살(100g) 27,000원  한우 육회 25,000원 ~ 35,000원소 왕갈비(200g) 16,000원  소 양념왕갈비(200g) 14,000원소 갈비찜 35,000원 ~ 45,000원  곤드레/영양 찰솥밥 3,500원한우 육회 비빔밥 11,000원  영양 갈비탕(미국산) 8,000원돌솥 비빔밥 8,000원","광장갈비는 돼지갈비와 한우 등 다양한 육고기를 판매하고 있으며, 참숯 만을 사용하여 고기의 육즙과 참숯의 향이 남아 맛있는 고기를 맛볼 수 있는 돼지갈비 전문점입니다.","지하철 2호선 감삼역 3번 출구 방면 약 395m이며, 도보로 약 6분 거리입니다.",버스 정류장은 `광장타운건너` 정류장이 가장 가깝습니다.
동구,한식,동네부엌,053-965-3374,10:00 ~ 18:00,40석(룸1),없음(노상주차 가능),없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"정식 6,000원",동네부엌은 천연조미료만 사용하여 제철 재료로 계절마다 다른 정식과 반찬이 제공되는 동네 주민이 함께 운영하고 수익을 지역에 나누는 우리 마을 밥집입니다.,"지하철 1호선 안심역 3번 출구 방면 약 300m이며, 도보로 약 5분 거리입니다.",버스 정류장은 `송정삼거리2` 정류장이 가장 가깝습니다.
동구,한식,수덕고디탕식당,053-943-6000,09:30 ~ 21:30,64석(룸2),8대,없음,기타 (베트남어),가능,불가능,불가능,가능,"고디탕 8,000원  삼계탕 12,000원된장찌개 7,000원  손칼국시 7,000원콩국시 8,000원  칡냉면 7,000원고디전 9,000원  해물파전 8,000원오리훈제 40,000원  생오리 35,000원생오리양념 37,000원  생오리불고기 37,000원오리백숙 50,000원  생삼겹살(120g) 9,000원","수덕고디탕식당은 국내산 다슬기와 우거지를 이용한 고디탕이 유명한 곳입니다. 삼계탕, 손칼국시 등의 다양한 한식과 유황오리도 함께 판매하고 있는 한식 전문점입니다.",주변에 가까운 지하철이 없습니다.,버스 정류장은 `광명은하아파트앞` 정류장이 가장 가깝습니다.
서구,한식,부림복어,053-572-9229,10:00 ~ 22:00,124석(룸5),20대,없음,기타 (베트남어),가능,불가능,불가능,가능,"복어탕 8,000원 복어지리 8,000원밀복탕 13,000원 밀복지리 13,000원참복탕 15,000원 참복지리 15,000원복어전골 27,000원 밀복전골 45,000원참복전골 50,000원 복어수육 27,000원밀복수육 45,000원 참복수육 50,000원복어찜 25,000원 ~ 35,000원 가오리찜/아구찜 25,000원 ~ 35,000원밀복찜/해물찜 45,000원 복어불고기 10,000원밀복불고기 15,000원 복어껍질무침회 15,000원가오리무침회 15,000원 복어튀김 25,000원복어까스 7,000원 세트메뉴 A밀복 30,000원세트메뉴 B복어 17,000원","부림복어는 복어 전문점으로 복어, 밀복, 참복 등 다양한 복어 요리를 만날 수 있는 음식점입니다.","주변에 지하철이 없습니다. 가장 가까운 지하철은 2호선 두류역 18번 출구 약 1.03km이며, 도보로 약 15분 거리입니다.",버스 정류장은 `신평리네거리2` 정류장이 가장 가깝습니다.
남구,한식,행복한갈비 대명점,053-477-1500,11:00 ~ 23:30,300석(룸5),40대,happyhappy.cityfood.co.kr/,영어 기타 (베트남어),가능,가능,불가능,가능,"정통갈비(뼈삼겹 200g) 10,000원 목살양념구이(200g) 9,000원칼생삼겹살(130g) 9,500원  한우갈비살(100g) 20,000원즉석양념갈비살(100g) 20,000원 특한우안창살(100g) 27,000원한우육회 25,000원 ~ 35,000원 소갈비찜 30,000원 ~ 40,000원육회비빔밥 12,000원  갈비탕 8,000원물냉면 6,000원 ~ 7,000원  [점심특선]돼지갈비+곤드레 돌솥밥 12,000원 행복한정식+돌솥밥 9,000원돼지주물럭+돌솥밥 10,000원 묵은지김치찜+돌솥밥 10,000원묵은지김치찌개+돌솥밥 10,000원 소갈비찜(미국산)+돌솥밥 14,000원",행복한갈비는 순수 국내산 명품(포크밸리)돼지고기만 사용하는 돼지갈비 전문점입니다.,"지하철 1호선 현충로역 1번 출구 약 480m이며, 도보로 약 7분 거리입니다.",버스 정류장은 `대구교통방송건너` 정류장이 가장 가깝습니다.
북구,한식,아라쭈꾸미 대구유통단지점,053-384-0466,12:00 ~ 24:00,80석(룸1),6대,www.arajj.co.kr,영어 기타 (베트남어),가능,불가능,불가능,가능,"숯불닭갈비세트 15,000원  숯불쭈꾸미세트 15,000원숯불돼지갈비세트 14,000원  아라쭈꾸미세트 15,000원","아라쭈꾸미는 참숯향 가득 쭈꾸미, 돼지갈비, 닭갈비를 맛볼 수 있는 숯불 돌구이 전문점입니다.",주변에 지하철이 없습니다.,버스 정류장은 `북대구초등학교 건너` 정류장이 가장 가깝습니다.
동구,한식,애미가,053-752-0708,10:00 ~ 24:00,110석(룸7),20대,없음,영어 일본어 기타 (베트남어),가능,불가능,불가능,가능,"소황제갈비살(미국산 100g) 9,000원  한우등심(100g) 16,000원풍천민물장어 (1kg) 70,000원 (500g) 40,000원 자연산바닷장어 (1kg) 60,000원 (500g) 35,000원도야지 특수부위 모듬(600g) 42,000원  생삼겹살(100g) 8,000원민물장어정식 15,000원 바다장어정식 12,000원김치전골(대) 28,000원 장어탕 8,000원","애미가는 자연산바다장어, 국내산 민물장어, 국내산 도야지, 한우 등을 판매하는 곳으로 육고기와 장어를 한번에 맛볼 수 있는 음식점입니다.","지하철 1호선 동대구역 2번 출구 약 580m이며, 도보로 약 13분 거리입니다.",버스 정류장은 `상공회의소건너` 정류장이 가장 가깝습니다.
달서구,한식,참한손칼국수,053-633-8822,10:00 ~ 22:00,70석(룸3),노상주차 가능,없음,기타 (베트남어),가능,불가능,불가능,가능,"청국장(2인 이상) 7,000원  들깨칼국수 6,000원칼국수 5,000원  비빔밥 5,000원찹쌀수제비 6,000원  오리불고기 35,000원닭도리탕 30,000원  들깨 죽순 닭,오리 50,000원돼지수육 20,000원 ~ 30,000원  무침회 20,000원떡갈비 10,000원",요리 연구가이신 오너 셰프가 직접 만든 칼국수와 다양한 한식을 접할 수 있는 곳입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `대동시장2` 장류장이 가장 가깝습니다.
달서구,한식,수라매생이칼국수,053-651-8511,10:00 ~ 21:30,60석(룸1),없음(노상주차),없음,기타 (베트남어),가능,불가능,불가능,가능,"매생이굴국밥 7,000원 매생이칼국수 6,000원매생이수제비 6,000원  바지락칼국수 5,500원바지락수제비 5,500원 수라비빔밥 6,000원매생이굴전 10,000원 생굴(무침) 15,000원돼지수육(예약) 20,000원",수라매생이칼국수는 바다의 채소로 불리는 웰빙 매생이 요리 전문점입니다.,"지하철은 1호선 월배역 4번 출구에서 약 440m이며, 도보로 약 7분 거리입니다.",버스 정류장은 `태왕아너스베스트앞` 정류장이 가장 가깝습니다.
동구,한식,옹심이칼국수식당,053-957-1335,10:00 ~ 22:00,100석(룸2),50대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"들깨옹심이칼국수 8,000원 옹심이칼국수 7,000원김치만두칼국수 7,000원 떡만두국(겨울메뉴) 7,000원감자전 6,000원 감자송편 5,000원감자만두 5,000원 메밀전병 5,000원메밀김치만두 5,000원 수육 15,000원 ~ 30,000원냉막국수 7,000원 비빔막국수 7,000원","옹심이칼국수식당은 메밀로 면을 만든 칼국수와 감자로 피를 만든 감자만두, 송편을 맛볼 수 있는 웰빙 음식 전문점입니다.","지하철 1호선 동촌역 3번 출구 방면 약 710m이며, 도보로 약 11분 거리입니다.",버스 정류장은 `대구일마이스터고교앞` 정류장이 가장 가깝습니다.
동구,한식,민화사랑한정식,053-942-9990,11:30 ~ 21:00,100석(룸2),10대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"곤드레돌솥정식 13,000원 돼지갈비찜곤드레돌솥정식(2인이상) 18,000원쇠갈비찌곤드레돌솥정식(2인이상) 21,000원 소갈비찜 20,000원돼지갈비찜 15,000원 떡갈비 10,000원버섯전 10,000원 점심특선 12,000원",민화사랑한정식은 강원도에서 공수한 곤드레를 사용한 자연 그대로의 맛을 느낄 수 있는 곤드레 돌솥 한정식 전문점입니다.,"지하철은 1호선 동촌역 2번 출구 약 760m이며, 도보로 약 12분 거리입니다.",버스 정류장은 `대구일마이스터고교앞` 정류장이 가장 가깝습니다.
달성군,한식,다원천연갈비,053-615-8592,10:00 ~ 22:00,120석,주차타원 / 뒷편 노상주차,없음,영어 중국어<BR>기타 (베트남어),가능,가능,불가능,가능,"천연갈비(뼈삼겹) 180g 9,000원  천연갈비(목살) 200g 8,000원생삼겹 130g 8,000원  생목살 130g 9,000원육회 150g 20,000원  한우갈비살 100g 18,000원[점심] 돌솥비빔밥+된장 7,000원[점심] 곤드레돌솥밥+된장 8,000원[점심] 육회비빔밥+된장 9,000원","흑마늘과 무화과 숙성소스로 맛을 낸 프리미엄 수제갈비 전문점. 무색소, 무조미료를 원칙으로 하는 곳.",주변에 지하철이 없습니다.,대성베르힐 1차 건너 1 정류장에 내리시면 됩니다. (버스 623번)
달서구,한식,주원철판구이부대찌개,053-633-7892,10:00 ~ 23:30,100석(룸1),7대,없음,영어 기타 (베트남어),,가능,불가능,가능,"철판구이 8,000원 불고기전골 11,000원부대찌개 6,500원 치즈돈까스 5,000원햄사리 2,000원 라면사리 1,000원우동사리 1,000원 공기밥 1,000원",주원철판구이부대찌개는 철판구이와 부대찌개를 입맛대로 골라 먹을 수 있는 철판구이. 부대찌개 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `토지주택공사앞` 정류장이 가장 가깝습니다.
동구,한식,다중헌,053-766-7022,09:00 ~ 21:00,44석(룸4),6대,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"연잎밥 13,000원  비빔밥 9,000원보이차 6,000원  홍차 6,000원녹차 6,000원  대용차 6,000원파전 10,000원",다중헌은 신서 혁신도시에 위치한 연잎밥 전문점으로 속이 편한 음식을 만드는 음식점입니다.,주변에 지하철이 없습니다.,버스정류장은 `각산비나리공원앞` 정류장이 가장 가깝습니다.
중구,한식,산,053-257-9998,11:00 ~ 22:00,150석(룸12),공용주차장,없음,기타 (베트남어),가능,불가능,불가능,가능,"[낮에는 런치메뉴(11:50 ~ 14:30)]명월초돌솥밥정식 15,000원  육회 비빔 정식 20,000원더덕 떡갈비 정식 20,000원  코다리찜 정식(2인이상) 20,000원보쌈 정식(2인이상) 20,000원   산을 담은 밥상 25,000원 [저녁에는 디너메뉴(17:00 ~ 20:40)]행복품은 산(곤드레정식) 29,000원미소 가득한 산 40,000원  짝을 찾는 산 50,000원젊음이 넘치는 산(예약) 70,000원  외로움을 달래주는 산(예약) 100,000원",한식전문 산은 고급 한식 요리 전문점입니다.,지하철 1호선 중앙로역 2번출구 약 350m  지하철 2호선 반월당역 15번 출구 약 250m,버스 정류장은 `약령시앞` 정류장이 가장 가깝습니다.
중구,한식,마시뜰(계산점),053-252-1588,10:00 ~ 22:00,70석(룸3),없음. 주변 유료주차장 이용,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"한정식A코스 28,000원 한정식B코스 38,000원한정식C코스 48,000원 한정식S코스 58,000원전복갈낙탕 12,000원 곤드레 영양솥방정식 12,000원소불고기 영양솥밥정식 14,000원 코다리찜 영양솥밥정식 14,000원소갈비찜 30,000원 ~ 45,000원 소불고기 20,000원 ~ 30,000원한우 생모둠 코스 38,000원 한우 갈비살 코스 34,000원생갈비 코스 34,000원","마시뜰 계산점은 한식 코스요리와 한우코스, 소갈비코스 등을 맛볼 수 있는 한정식, 한우 전문점입니다",지하철 2호선 반월당역 18번 출구 약 380m,버스 정류장은 `매일신문사앞` 정류장이 가장 가깝습니다.
수성구,한식,행복한날,053-763-3651,10:00 ~ 22:00,200석룸(10개),30대,없음,기타 (베트남어),가능,불가능,불가능,가능,"한정식 20,000원 ~ 40,000원 등심(120g) 20,000원갈비살(120g) 23,000원 특모듬(120g) 25,000원안창주먹살(120g) 30,000원 안창(120g) 35,000원불고기(150g) 12,000원 불고기정식 15,000원돌솥밥 5,000원 물냉면 5,000원",행복한날은 영주 한우만을 판매하는 한우와 한정식 전문점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `황금초등학교건너` 정류장이 가장 가깝습니다.
수성구,중식,예궁,053-763-0293,11:30 ~ 21:00,300석(룸5),15대,없음,중국어<BR>기타 (베트남어),가능,불가능,불가능,가능,"해물사천탕면 7,500원  불짬뽕 9,000원백짬뽕 7,500원  삼선자장면 6,500원쟁반자장면 8,500원  블루베리탕수육 22,000원사천식 찹쌀탕수육 35,000원  코스요리(6인기준) 250,000 ~ 400,000원",예궁은 정통 중국 요리 메뉴들의 느끼한 맛을 줄여 한국인의 입맛에 맞도록 발전시킨 중식당입니다,지하철 3호선 어린이회관역 1번 출구 약 700m,버스 정류장은 `약사회관앞` 정류장이 가장 가깝습니다.
수성구,한식,김태근 한방갈비 시지점,053-793-3200,10:00 ~ 23:00,264석(룸9),60대,www.hanbangyori.co.kr,기타 (베트남어),가능,가능,불가능,가능,"돼지갈비(200g) 9,000원  돼지갈비찜(200g) 9,000원삼겹살(150g) 9,000원  목살(150g) 9,000원소갈비살(120g) 18,000원  소양념왕갈비(200g) 15,000원소양념찜갈비(200g) 15,000원  불고기(200g) 9,000원",김태근 한방갈비는 대구 최초의 한방요리 전문 음식점으로 특허 받은 요리를 판매합니다.,지하철 2호선 신매역 5번 출구 약 400m,버스 정류장은 `신매광장건너` 정류장이 가장 가깝습니다.
남구,특별한 술집,왕탁,010-****-2133,"월~토 17:00 ~ 04:00, 일 15:00 ~ 01:00",72석,업소 앞 노상 혹은 주변 공영주차장,없음,기타 (베트남어),가능,불가능,불가능,불가능,"일반막걸리 30여종 1병 5,000원  프리미엄 탁주 복순도가 25,000원프리미엄 탁주 문희 25,000원  칠곡원주 15,000원왕탁모듬세트(3-5인) 50,000원  불맛돼지고기볶음 17,000원치즈목살떡볶음 18,000원  오징어볶음 15,000원들깨순대볶음 15,000원  두부김치 12,000원",약 60여종의 우리술 특히 전국의 양조장에서 생산되는 다양한 탁주를 한자리에서 만날수 있는 특별한 술집. 안주도 직접 만들어 제공하는 우리술 전문점 입니다.,주변에 지하철이 없습니다. 가장 가까운 지하철은 영대병원역 입니다.,팔레스호텔앞 정류장이 가장 가깝습니다.
서구,한식,금산옥,053-572-7999,10:00 ~ 22:00,120석(룸3),12대,없음,기타 (베트남어),가능,불가능,불가능,가능,"꼬막장 정식 11,000원 새우장 정식 11,000원제주은칼치 찌개(2인이상) 18,000원 낙지 제육 볶음(2인이상) 11,000원모듬 생선구이(2인) 23,000원  흑태찜 (소) 43,000원 (대) 48,000원전복찜 (소) 50,000원 (대) 60,000원 전복해물찜 (소) 43,000원 (대) 48,000원동인동 갈비찜 45,000원 꼬막 무침회 25,000원사군자영양밥 3,000원",금산옥은 다양한 종류의 한식을 맛볼 수 있는 한식 전문점으로 꼬막장 정식과 새우장 정식 등 약선요리가 유명한 음식점입니다.,지하철 2호선 두류역 18번 출구 약 590m,버스 정류장은 `신평리주유소건너` 정류장이 가장 가깝습니다.
